id,words,value
478,offriamo,1.0101500
478,proficua,1.1332690
478,supportano,0
479,benissimo,0
479,cambiare,-0.1385947
479,capire,0.6474963
479,caro,0.7232401
479,cosa,-0.1283872
479,fare,0.1700394
479,paese,0
479,pensa,0.1840481
479,proprio,0.2885740
479,sa,0.3854818
479,saviano,0
479,scuola,-0.2930168
479,serve,-0.0096774
480,aprea,0
480,buona,1.2762666
480,insomma,0
480,legge,0.4537640
480,legge,0.2268820
480,nuovo,0.5390345
480,privatizzati,0
480,renzi,0
480,scuola,-0.2930168
480,scuole,-0.3794489
481,forse,0.2215595
481,mai,-0.7627831
481,precari,-0.1206297
481,proprio,0.2885740
481,razza,0
481,scuola,-0.2930168
481,senza,0
481,supplenza,0
482,buona,1.2762666
482,coscienza,0.4926369
482,disoccupati,-1.2895834
482,disoccupati,-0.7369048
482,eliminare,-1.4633710
482,gesto,0
482,nobile,0.4182151
482,poco,-0.6277723
482,precari,-0.1206297
482,scuola,-0.2930168
482,serve,-0.0096774
482,trasformandoli,1.2701800
483,bisogna,0.2297839
483,bisogna,0.0000000
483,capiranno,1.1665375
483,fare,0.1700394
483,molto,0.1629193
483,molto,0.1629193
483,molto,0.1629193
483,scettico,0.6392713
483,sciopero,-0.3569467
483,serio,0.1292538
483,sindacati,-0.3345603
483,sindacati,-0.2007362
484,altri,-0.8753048
484,copiare,1.3611419
484,esami,0.3630998
484,esami,0.3630998
484,invece,0
484,materie,-0.4478858
484,paesi,0
484,potremmo,0.3108302
484,qualcosa,0
484,singole,0
484,valutazione,0.4092311
485,colleghi,-0.3325629
485,indagine,0.0344168
485,letto,-0.1269808
485,letto,0.5079233
485,scuola,-0.2930168
486,anno,0
486,catastrofico,-2.3459458
486,iniziasse,0
486,logico,2.1281090
486,modo,0.7535947
486,ogni,0
486,scuola,-0.2930168
487,dattilografia,0
487,diplomati,0
487,informatica,0.4525789
487,insegnata,2.1339640
487,italiana,0
487,sa,0.3854818
487,scuola,-0.2930168
487,spesso,0
488,anni,0
488,buona,1.2762666
488,credendo,-0.4466550
488,credendo,0.4716716
488,fatto,-0.0908829
488,fatto,0.1788579
488,insegnamento,0.8388687
488,scuola,-0.2930168
488,stata,0.2126025
488,stata,0.1916996
488,tradita,-0.8400658
488,vera,0.1769159
489,auguri,1.0708374
489,buona,1.2762666
489,buona,1.2762666
489,giornata,0
489,scuola,-0.2930168
489,sinceri,1.6240410
490,cambiamento,0.3068679
490,cc,0
490,passa,0.5649671
490,passa,0.5215081
490,qui,0
491,amnistia,0.5147088
491,giustizia,0.5222468
491,giustizia,0.2682222
491,indulto,0
491,novità,-0.1603836
491,oggi,0.2300098
491,pensioni,0
491,quota,0
491,riforma,0.3269558
491,scuola,-0.2930168
492,abilitati,0
492,abilitati,0
492,gae,0
492,graduatorie,0
492,pas,0
492,precari,-0.1206297
492,ruolo,0
492,scorrimento,0
492,tfa,0
493,buona,1.2762666
493,fascia,-0.3791786
493,fatta,0.3145894
493,precari,-0.1206297
493,scuola,-0.2930168
493,seconda,0
494,buona,1.2762666
494,casa,0
494,lascia,-0.3587134
494,precari,-0.1206297
494,scuola,-0.2930168
495,basata,0
495,competizione,0.8165672
495,funziona,0.2994969
495,mai,-0.7627831
495,ottimizzazione,0
495,relazione,0.2352688
496,considerata,0.5218369
496,considerata,2.4837430
496,investimento,0
496,pubblica,-0.2891866
496,scuola,-0.2930168
496,solo,-0.1194989
496,spesa,0.6529562
497,anni,0
497,anni,0
497,docenza,0
497,docenza,0
497,dottorato,0.5485340
497,entrare,1.1597370
497,gae,0
497,incompetenti,-1.9569100
497,posso,0.2066354
497,scuola,-0.2930168
497,tfa,0
497,università,1.0000000
498,amareggiati,-1.1451020
498,amareggiati,-1.1451020
498,inviato,0
498,lettera,0.9340818
498,precariato,0
498,resta,0
498,resta,0
498,riforma,0.3269558
498,scuola,-0.2930168
498,soluzione,0
498,tiziana,0
499,buona,1.2762666
499,diranno,0.7513580
499,domani,-0.2185492
499,finanziare,0.3723346
499,ministri,0
499,scuola,-0.2930168
499,scuola,-0.2930168
499,sprechi,-0.6736190
499,sprechi,0.4145348
499,taglieranno,0.4989730
499,verranno,0.6901941
500,anni,0
500,buona,1.2762666
500,docenti,0
500,funzionare,0.4121548
500,ignorare,-1.6147800
500,permettono,1.2111410
500,possono,0.2070473
500,scuola,-0.2930168
500,scuole,-0.3794489
501,campanella,0
501,dimenticati,0.4028445
501,dimenticati,-0.0183111
501,ora,0.0270589
501,presenti,0.3325766
501,presenti,-0.3325766
501,prima,0.1584426
501,prima,-0.0075449
501,sempre,-0.0971269
501,suono,0.7939250
502,fa,0.1616711
502,pc,0
502,senza,0
502,sviluppare,0.5368478
502,utile,0.6779661
502,x,0
503,andiamo,0.3537738
503,domenica,0
503,lavora,-0.9272792
503,settembre,0
503,tempo,0.5431886
503,tradurre,0
504,buona,1.2762666
504,domenicale,0
504,dovrebbe,-1.4232560
504,favore,0.3966569
504,insegnanti,0.3766988
504,insegnanti,1.5067950
504,peana,0
504,progetto,0
504,protagonisti,1.4569680
504,scuola,-0.2930168
504,vederli,0.3782603
505,abilitati,0
505,avere,0.2216343
505,buona,1.2762666
505,norme,0.7376408
505,può,0.1054688
505,rispettano,1.4452130
505,ruolo,0
505,scuola,-0.2930168
506,bella,1.3083553
506,bella,0.6617670
506,condivisione,0
506,farlo,0.3189742
506,grazie,0.0873786
506,grazie,0.6171325
506,iniziativa,1.0084140
506,loescher,0
506,permesso,0.2945221
506,permesso,0.9645499
506,scaricafree,0
507,bocca,-0.8678512
507,domani,-0.2185492
507,inizia,0
507,itt,0
507,lupo,0
507,marco,0
507,nuovo,0.5390345
507,polo,-0.8278470
507,studenti,-0.3128458
508,buona,1.2762666
508,fondamentale,0.3380049
508,futura,-0.0635876
508,insegnanti,1.5067950
508,insegnanti,0.3766988
508,nuove,0.7481396
508,ruolo,0
508,scuola,-0.2930168
508,tecnologie,1.1807190
509,aiutooooooooo,0
509,costruttrice,0
509,dice,0.3762959
509,ex,0
509,ministra,0
509,neutrini,0
509,tunnel,0
510,anno,0
510,davvero,0.8716076
510,de,0
510,ricomincia,0
510,sperando,0.0350642
511,cade,0.2781059
511,consultazioni,0.4300614
511,dureranno,0
511,essere,0.1491227
511,flop,0
511,giorni,0.2027941
511,governo,0
511,poteva,0.2551919
511,prima,0.1584426
511,prima,-0.0075449
512,bene,0.5374784
512,bisognerà,0.0000000
512,convinto,0.1437696
512,convinto,0.3369814
512,dato,-0.0023700
512,dato,-0.2334431
512,diagonale,-2.2625722
512,leggerlo,0.8547106
512,occhiata,0.3978937
513,alunni,0
513,brava,1.9324440
513,costretta,0.7153738
513,francese,0
513,insegnare,1.5094700
513,meno,-0.8320329
514,d,0
514,fascia,-0.3791786
514,fuori,0
514,ii,0
514,iii,0
514,isti,0
514,magari,0
514,no,-0.7562506
514,oggi,0.2300098
514,ruolo,0
514,xke,0
515,anno,0
515,buon,0
515,cari,0.8348721
515,comincia,0
515,de,0
515,giorno,0.1882414
515,oggi,0.2300098
515,partecipare,0
515,primo,-0.0104580
515,ragazzi,0.4578427
515,ragazzi,0.2289214
515,scuola,-0.2930168
516,assunzione,-0.8071486
516,decisa,0.9942943
516,europa,0
516,precari,-0.1206297
517,anno,0
517,de,0
517,giorno,0.1882414
517,insegna,1.3874180
517,quest,0.2594276
517,ricomincia,0
517,scuola,-0.2930168
517,settembre,0
518,anno,0
518,buona,1.2762666
518,de,0
518,esiste,1.0601660
518,italiano,0
518,scuola,-0.2930168
518,semmai,0
519,buona,1.2762666
519,buongiorno,0
519,caso,-0.1212673
519,dirlo,0.6375125
519,finalmente,0
519,proprio,0.2885740
519,scuola,-0.2930168
520,buon,0
520,cresce,0.9993207
520,famiglie,1.5357820
520,giorno,0.1882414
520,insegnanti,0.3766988
520,insegnanti,1.5067950
520,insieme,-0.0127073
520,italia,0
520,primo,-0.0104580
520,scrive,0
520,scuola,-0.2930168
520,studenti,-0.3128458
521,consultazione,0.4708972
521,diamo,-0.0034870
521,inizia,0
521,parere,-0.7458517
522,buona,1.2762666
522,esprimi,0
522,scuola,-0.2930168
523,alunni,0
523,diritto,0.8685339
523,disabilità,-0.5346965
523,lavorare,-0.8219118
523,ore,-0.8345703
523,ore,0.0384342
523,sostegno,-0.8731758
523,studiare,0.6050365
523,tutte,0.4467853
524,dialogo,0.7163811
524,festa,0.2090846
524,giovani,-0.1041645
524,pensionati,0.3788591
524,presidi,-0.9250598
524,proposta,0
524,protagonisti,1.4569680
524,saperi,0.9309903
524,scuola,-0.2930168
524,vecchi,0.0686437
524,veda,0.4057048
525,buon,0
525,giannini,0
525,giorno,0.1882414
525,ministro,0
525,partecipate,0
525,primo,-0.0104580
525,scuola,-0.2930168
525,twitter,0
526,maschera,-0.4128458
526,maschera,-0.6134427
526,merito,1.4751070
526,merito,1.2853260
526,operati,0
526,scuola,-0.2930168
526,settore,0
526,tagli,0.3592093
526,tagli,0.3246699
527,anni,0
527,bloccati,-0.8568272
527,buona,1.2762666
527,disoccupati,-1.2895834
527,disoccupati,-0.7369048
527,docenti,0
527,dopo,0.1599842
527,fascia,-0.3791786
527,grazie,0.0873786
527,grazie,0.6171325
527,ii,0
527,insegnamento,0.8388687
527,oggi,0.2300098
527,precari,-0.1206297
527,scuola,-0.2930168
528,inizia,0
528,lettura,0.2483578
528,primi,-0.5619223
528,primi,-0.0133791
528,promuovendo,0.5618578
528,vita,0.3356392
529,campo,0.2737554
529,campo,-1.3687771
529,d,0
529,ecco,0
529,graduatorie,0
529,istituto,-0.3774191
529,mida,0
529,proposte,0
529,riforma,0.3269558
529,scende,1.0169050
529,scuola,-0.2930168
530,d,0
530,fascia,-0.3791786
530,fuori,0
530,ii,0
530,iii,0
530,istituto,-0.3774191
530,renzi,0
530,storie,-0.9239302
530,storie,-0.3079767
530,tagliati,0.4003323
530,vere,0.2301764
531,buon,0
531,giorno,0.1882414
531,indebita,-2.3459770
531,italiani,0
531,pagare,0
531,parliamo,-0.2611503
531,presto,0.2505439
531,presto,-0.2340831
531,scolastiche,0
531,spese,0.6303540
531,x,0
532,buon,0
532,giorno,0.1882414
532,primo,-0.0104580
532,scuola,-0.2930168
533,attenzione,0.2242137
533,centro,0.4642033
533,cosa,-0.1283872
533,figli,0.2393604
533,futuro,-0.0419757
533,importante,0.7799954
533,importante,1.5776380
533,mettere,-0.1663705
533,pensare,0.1828667
533,scuola,-0.2930168
534,abilitati,0
534,basta,0
534,fasciagi,0
534,ruolo,0
534,secoda,0
535,bel,0
535,coraggio,-0.1782130
535,danno,-0.0028519
535,danno,-1.0032458
535,definirla,2.5043300
535,istruzione,0.6303090
535,labuona,0
535,oltre,0
535,sanità,0.6086957
535,scuola,-0.2930168
535,tagli,0.3246699
535,tagli,0.3592093
536,buona,1.2762666
536,insieme,-0.0127073
536,palermo,0
536,scuola,-0.2930168
537,essere,0.1491227
537,inizia,0
537,lentate,0
537,oggi,0.2300098
537,partecipiamo,0
537,protagonisti,1.4569680
537,spettatori,0.7723905
538,cc,0
538,connessa,0
538,digitalizzazione,-0.4834353
538,intelligente,0.4298456
538,scuola,-0.2930168
538,supportata,0
539,buona,1.2762666
539,consultabile,0
539,documento,0.3768057
539,giorni,0.2027941
539,però,0
539,scuola,-0.2930168
539,sito,-1.8277390
539,verifichiamo,2.1569200
540,abilitante,0
540,abilitati,0
540,diploma,0
540,fare,0.1700394
540,lavoro,0.2492198
540,lavoro,-0.5771407
540,magistrale,0
540,ruolo,0
540,sai,0.4549501
540,sempre,-0.0971269
540,stato,0.1613510
540,stato,0.1454871
540,stato,0.2198772
541,ancora,-0.1261360
541,andiamo,0.3537738
541,aperta,-0.4273455
541,cc,0
541,consultazione,0.4708972
541,vedo,0.2372024
542,assumere,-1.0330324
542,concorsi,0.8141622
542,insegnanti,1.5067950
542,insegnanti,0.3766988
542,merito,1.2853260
542,merito,1.4751070
542,superato,-0.3498531
542,vuole,0.1946560
542,vuole,0.8110613
543,crescita,0
543,discute,0.8074720
543,itt,0
543,marco,0
543,polo,-0.8278470
543,v,0
544,bimbi,0.6161218
544,chiama,0.6294601
544,diversa,1.3874220
544,entra,1.1564440
544,giorno,0.1882414
544,ministro,0
544,mondo,-0.3228885
544,ogni,0
544,primo,-0.0104580
544,scuola,-0.2930168
544,vaccino,0.3515171
544,visitando,0
545,chiacchiere,-0.5319102
545,collasso,-0.9613412
545,demagogie,1.5213194
545,facc,0
545,famiglie,1.5357820
545,fare,0.1700394
545,ke,0
545,ke,0
545,oltre,0
545,qlcs,0
545,x,0
546,assente,-1.3480918
546,cade,0.2781059
546,gravità,-0.0348043
546,piano,-0.7153263
546,quando,0
546,quindicenne,0
546,quinto,0
546,scuola,-0.2930168
546,spiegato,0.7836707
547,giorni,0.2027941
547,immaginiamo,-0.0506812
547,italia,0
547,oggi,0.2300098
547,proposte,0
547,visione,-0.4173022
547,x,0
547,x,0
548,ancora,-0.1261360
548,capisce,0.8642341
548,capitoil,0
548,insegnano,1.6680710
548,manovra,-0.6589571
548,persone,0
548,rivolte,1.7584780
549,abilitati,0
549,buona,1.2762666
549,doc,0
549,docenti,0
549,fascia,-0.3791786
549,fuori,0
549,ii,0
549,lascia,-0.3587134
549,mando,0.3699269
549,mette,-0.1763467
549,porta,0.2567889
549,porta,0.1185180
549,ruolo,0
549,scuola,-0.2930168
549,t,0
549,vuoi,0.2428222
550,gae,0
550,gae,0
550,iscritti,0
550,lavorato,-0.9991158
550,meritano,1.6729690
550,ruolo,0
550,scuola,-0.2930168
550,serio,0.1292538
550,veramente,0.4014901
551,anno,0
551,as,0
551,neanche,-1.0023800
551,prox,0
551,quest,0.2594276
551,vista,-1.1517470
552,andato,0.3362770
552,benissimo,0
552,giorno,0.1882414
552,media,0.0315037
552,piccolo,-0.7711742
552,primo,-0.0104580
552,scuola,-0.2930168
553,guerra,0.0770006
553,poveri,-1.5378750
553,poveri,-1.3948870
553,scopo,0.6418124
554,attivate,0
554,confronto,-0.5660336
554,confronto,-0.3147521
554,fare,0.1700394
554,invece,0
554,passerella,0
554,piattaforma,0
554,scuole,-0.3794489
554,varie,-0.0175373
555,buona,1.2762666
555,cassimatis,0
555,intervista,0.2724332
555,mandarà,0
555,r,0
555,salvo,1.3758680
555,scuola,-0.2930168
555,stelle,0.2063019
556,condivisa,0.4330295
556,grazie,0.0873786
556,grazie,0.6171325
556,infinite,-1.2087880
556,ministro,0
556,riconosciuta,1.0918030
557,buona,1.2762666
557,esprimi,0
557,oggi,0.2300098
557,scuola,-0.2930168
558,altra,-1.0593781
558,anni,0
558,aver,0.2147407
558,buttati,0.4123955
558,creato,0
558,disoccupata,-1.7336979
558,dopo,0.1599842
558,euro,0
558,ringrazio,0
558,servizio,0
559,buenavista,0
559,by,0
559,giannini,0
559,granati,0
559,ita,0
559,ministra,0
559,photo,0
559,scuola,-0.2930168
559,sereni,1.7059100
559,simona,0
560,abilitati,0
560,bugie,-0.7739101
560,buona,1.2762666
560,docenti,0
560,fascia,-0.3791786
560,libro,-0.2654947
560,nessuna,0
560,partire,0
560,pinocchio,0
560,scuola,-0.2930168
560,senza,0
560,titolo,-0.2918348
560,zeppo,0
561,mesi,0
561,ogni,0
561,ogni,0
561,online,0
561,ora,0.0270589
561,parliamo,-0.2611503
561,prossimi,-0.5691063
561,scuola,-0.2930168
561,scuola,-0.2930168
561,territorio,0.6085667
562,ahahahahahahahahahahahah,0
562,buona,1.2762666
562,crepapelle,0
562,fa,0.1616711
562,parlare,-0.1866340
562,posso,0.2066354
562,resistere,0
562,ridere,0.0000000
562,scuola,-0.2930168
562,sentir,-0.0214422
562,solo,-0.1194989
563,anzi,0.2708136
563,consultazione,0.4708972
563,modi,1.0922000
563,online,0
563,paese,0
563,partecipare,0
564,bene,0.5374784
564,compilare,0
564,voglio,0.2077409
565,aperte,-0.4599357
565,buona,1.2762666
565,consultazioni,0.4300614
565,documento,0.3768057
565,parte,-1.2946700
565,partecipazione,0
565,riduca,0.5568966
565,scuola,-0.2930168
565,spero,0.0235761
566,calendario,0
566,eventi,-1.6250840
566,progress,0
567,buona,1.2762666
567,esame,0.3299647
567,esterno,1.1320190
567,interno,0
567,meglio,1.4075560
567,meglio,1.4075560
567,pare,-0.5385138
567,presidente,0
567,provammo,2.5316040
567,scuola,-0.2930168
567,sicuri,0.3166209
567,sicuri,0.0266471
567,solo,-0.1194989
567,stato,0.1613510
567,stato,0.2198772
567,stato,0.1454871
568,chiediamo,0.2771497
568,disoccupati,-1.2895834
568,disoccupati,-0.7369048
568,docenti,0
568,grazie,0.0873786
568,grazie,0.6171325
568,migliaia,0
568,visibiltà,0
569,amnistia,0.5147088
569,blocco,-0.7101212
569,blocco,0.3206999
569,pensioni,0
569,quota,0
569,riforma,0.3269558
569,scuola,-0.2930168
569,statali,1.3013820
569,stipendi,0
570,cambiare,-0.1385947
570,inizia,0
570,insieme,-0.0127073
570,oggi,0.2300098
570,percorso,0
570,scuola,-0.2930168
571,grazie,0.0873786
571,grazie,0.6171325
573,buona,1.2762666
573,parla,-0.1879033
573,scuola,-0.2930168
573,tanto,-0.1963891
574,grazie,0.0873786
574,grazie,0.6171325
574,prof,0
575,già,-0.0130676
575,ragionare,0
576,augura,0
576,buon,0
576,cazzo,-0.1979673
576,giorno,0.1882414
576,ministro,0
576,primo,-0.0104580
576,quei,-0.2668650
576,scuola,-0.2930168
576,spegnete,-0.5016610
576,telefoni,-0.4367019
576,tweet,0
576,vedo,0.2372024
577,costruire,0.3402630
577,docenti,0
577,invitati,0.4154964
577,solo,-0.1194989
578,assunte,-1.4567661
578,calma,0.6705419
578,calma,0.1968879
578,calma,-0.9351801
578,essere,0.1491227
578,gira,0
578,lista,0
578,mila,0
578,obbligo,0.6314019
578,persone,0
578,poi,0.4417840
578,scuola,-0.2930168
579,brava,1.9324440
579,cancella,-1.4438897
579,commenti,0.8592935
579,dichiarazioni,1.0217903
579,giannini,0
579,insegnanti,1.5067950
579,insegnanti,0.3766988
579,negat,0
579,sito,-1.8277390
580,anno,0
580,anno,0
580,buona,1.2762666
580,dira,0
580,lavoro,0.2492198
580,lavoro,-0.5771407
580,qualche,-0.2231715
580,quando,0
580,sara,0
580,sara,0
580,scuola,-0.2930168
580,stzo,0
581,inodori,-1.5577260
581,lubrificanti,2.6250950
581,lubrificanti,0.6562737
581,lubrificanti,2.1697550
581,male,-1.0616390
581,male,-0.8031169
581,nuovi,0.7218502
582,assunzione,-0.8071486
582,decisa,0.9942943
582,europa,0
582,mila,0
582,precari,-0.1206297
583,asilo,-0.5304778
583,domande,-0.2505447
583,nutella,0
583,pane,0
583,piace,0.9509158
583,sembrano,-0.3570868
583,senza,0
584,abilitati,0
584,dimenticare,-0.0150461
584,esperienza,0
584,migliaia,0
584,qualche,-0.2231715
584,sicuro,0.0213725
585,democrazia,0.2683413
585,dire,0.3487624
585,giusto,0.7305281
585,posto,0.2319493
585,strumento,1.4306200
585,volete,0.2630040
586,fanfaronate,0.6304800
586,merito,1.2853260
586,merito,1.4751070
586,parte,-1.2946700
586,scuola,-0.2930168
587,anno,0
587,buona,1.2762666
587,cambiato,-0.1619833
587,giannini,0
587,messo,-0.1689020
587,ministro,0
587,nn,-1.2186080
587,possono,0.2070473
587,scuola,-0.2930168
587,sentire,-0.0130055
587,str,0
587,tante,-0.2734959
587,x,0
587,zucchero,-1.2364530
588,anno,0
588,buona,1.2762666
588,ferrara,0
588,inizia,0
588,nuova,0.6244347
588,nuova,0.2367979
588,scuola,-0.2930168
589,avvicinare,0
589,classe,0.5624728
589,giovani,-0.1041645
589,gita,-0.4101942
589,matematica,1.1415930
589,matematica,1.1415930
589,organiz,0
590,consultazione,0.4708972
590,online,0
591,buona,1.2762666
591,scuola,-0.2930168
592,andare,0.2415725
592,difende,-1.6237475
592,istituti,-0.4502255
592,ministri,0
592,parla,-0.1879033
592,scelta,-0.2813247
593,assumere,-1.0330324
593,fioroni,0
593,tfa,0
594,avere,0.2216343
594,bocconi,-0.4678370
594,buona,1.2762666
594,freguentare,0
594,luis,0
594,obbliga,0.8058150
594,restribuito,0
594,scuola,-0.2930168
594,stage,0
595,alcune,0.9066920
595,alcune,0.0000000
595,casalinuovo,0
595,governo,0
595,proposte,0
595,riflessioni,0.5171285
595,roberto,0
596,americano,0
596,disastri,-1.5147053
596,disastri,-1.5882347
596,fatto,0.1788579
596,fatto,-0.0908829
596,gia,0
596,modello,0.4191436
596,states,0
597,accogliente,1.6794365
597,accogliente,0.4399340
597,aggettivi,0
597,competente,2.4492130
597,competente,0.8164043
597,complementari,0
597,deve,-1.1850719
597,due,0
597,essere,0.1491227
597,scuola,-0.2930168
598,carriera,0
598,contraddittori,-0.1802179
598,docenti,0
598,pezzi,0.3146666
598,professionalità,0
598,prospettive,0.4280820
598,scuola,-0.2930168
598,senza,0
598,vs,0
599,adesso,0.4345144
599,finalmente,0
599,finite,1.2250780
599,iniziare,0
599,pensare,0.1828667
599,potranno,0.2963588
599,qualche,-0.2231715
599,ragazzi,0.4578427
599,ragazzi,0.2289214
599,ricominciata,0
599,sciopero,-0.3569467
599,scuola,-0.2930168
599,vacanze,-1.4124230
600,ata,0
600,docenti,0
600,domani,-0.2185492
600,nazionale,0
600,personale,0
600,sciopero,-0.3569467
601,card,0
601,cardogna,0
601,com,0
601,dite,0.5667784
601,insieme,-0.0127073
601,raccontare,0
601,scrivete,0
601,vista,-1.1517470
602,buona,1.2762666
602,burocrazia,-0.4206077
602,culture,0.6094541
602,digitale,0
602,formazione,0.4497140
602,maker,0
602,meno,-0.8320329
602,scuola,-0.2930168
603,consultazioni,0.4300614
603,detto,0.3885772
603,detto,0.1804488
603,ecco,0
603,già,-0.0130676
603,online,0
603,vorrebbero,0.3490666
604,consultazione,0.4708972
604,dire,0.3487624
604,invito,0.3266141
604,partecipando,0
604,partecipare,0
604,pubblica,-0.2891866
604,scuola,-0.2930168
604,voglio,0.2077409
605,anno,0
605,bilico,0
605,buona,1.2762666
605,confusione,-0.4133178
605,dovrebbe,-1.4232560
605,esserlo,0.3926942
605,graduatorie,0
605,no,-0.7562506
605,parole,0
605,quest,0.2594276
605,scuola,-0.2930168
605,solo,-0.1194989
605,solo,-0.1194989
606,assunti,-1.1126012
606,buona,1.2762666
606,cancellati,-1.6754563
606,diritto,0.8685339
606,essere,0.1491227
606,fatta,0.3145894
606,scuola,-0.2930168
607,abilitati,0
607,docenti,0
607,estraneati,0
607,grazie,0.0873786
607,grazie,0.6171325
607,lavoro,0.2492198
607,lavoro,-0.5771407
607,mondo,-0.3228885
607,proprie,0.4987376
607,scandaloso,0
607,spese,0.6303540
607,stato,0.1613510
607,stato,0.1454871
607,stato,0.2198772
608,abilitati,0
608,assumere,-1.0330324
608,buona,1.2762666
608,gae,0
608,ignorare,-1.6147800
608,precari,-0.1206297
608,scuola,-0.2930168
608,senza,0
608,servizio,0
608,servizio,0
608,titoli,-0.3213191
609,ascolto,0
609,campagna,0
609,direzione,0
609,hoc,0
609,termine,0
610,anticipata,0
610,buona,1.2762666
610,inps,0
610,pensione,0
610,pensioni,0
610,q,0
610,riforma,0.3269558
610,scuola,-0.2930168
611,attrezzature,0
611,buona,1.2762666
611,laboratori,0
611,mancano,-0.3035495
611,scuola,-0.2930168
611,scuola,-0.2930168
611,sembra,-0.2465537
611,tablet,0
612,criteri,0.8511583
612,cv,0
612,online,0
612,poi,0.4417840
612,professori,0
612,risate,-1.1203060
612,salvano,1.5056600
612,subito,-0.7093475
612,subito,-0.7093475
612,valutazione,0.4092311
612,vedrai,0.3595553
612,vedrai,0.3595553
613,americana,0
613,arte,0.5589142
613,grazioli,0
613,lezione,0.6607961
613,mooc,0
613,noia,-0.8994527
613,ora,0.0270589
613,storia,-0.6289594
613,superscuola,0
613,totale,-0.3063157
613,vomito,0
613,x,0
614,buona,1.2762666
614,capito,-0.7112998
614,capito,0.6579523
614,chiamate,0.6704674
614,chiamate,0.8478894
614,distruggendo,-1.3489230
614,niente,0.0000000
614,peccato,-0.6151370
614,peccato,-0.4305959
614,proprio,0.2885740
614,scuola,-0.2930168
614,scuola,-0.2930168
614,state,0.2273875
614,state,0.2521819
615,anno,0
615,buona,1.2762666
615,fate,-0.2357075
615,fate,0.2781348
615,fine,-0.7276059
615,fuori,0
615,nessuno,0
615,ora,0.0270589
615,passato,-0.5378283
615,passato,0.2482285
615,scuola,-0.2930168
615,sfruttato,1.0058560
615,sfruttato,1.8364620
615,tfa,0
615,titolo,-0.2918348
616,arginare,-0.4563468
616,condannerà,-0.2002297
616,disoccupazione,-1.7431666
616,docenti,0
616,problema,-0.9492148
617,altro,-0.8486783
617,bensì,0
617,casa,0
617,manda,0.3318291
618,connessioni,-0.5026196
618,dicenti,1.4762363
618,fare,0.1700394
618,figuratevi,0
618,internet,0
618,soldi,0
618,vogliono,0.2318038
619,esclusione,0
619,futuro,-0.0419757
619,insulto,-0.6460273
619,insulto,-0.5914844
619,meritocrazia,0.0000000
619,risparmi,0.7451600
619,risparmi,0.3725800
619,sacrifici,0.3953558
620,cambiare,-0.1385947
620,fino,0
620,fondo,-0.1221241
620,inizia,0
620,insieme,-0.0127073
620,oggi,0.2300098
620,percorso,0
620,portato,0.1342737
620,scuola,-0.2930168
620,va,0.2143860
621,amy,0
621,buona,1.2762666
621,canga,0
621,proposito,0
621,scuola,-0.2930168
622,buona,1.2762666
622,buona,1.2762666
622,destinata,0
622,fa,0.1616711
622,riflessioni,0.5171285
622,scuola,-0.2930168
622,scuola,-0.2930168
623,cosa,-0.1283872
623,deve,-1.1850719
623,eppure,0
623,impara,0.9543516
623,p,0
623,paese,0
623,parlare,-0.1866340
623,scuola,-0.2930168
623,sensazione,-0.1364941
624,assumere,-1.0330324
624,cosa,-0.1283872
624,docenti,0
624,mila,0
624,p,0
624,precari,-0.1206297
624,quasi,0.2139592
624,settembre,0
624,storici,0.0000000
625,contribuire,0.7997711
625,dobbiamo,-1.4633890
625,migliorare,1.0817510
625,stesso,0.0913802
625,va,0.2143860
626,dando,-0.0035598
626,fondi,-0.1280023
626,mantenere,-1.0169670
626,privilegi,1.5875140
626,privilegi,0.3968785
626,risultati,0.2730626
626,tagliare,0.3230517
626,x,0
627,arrivato,-0.5855535
627,arrivato,0.5855535
627,europa,0
627,fine,-0.7276059
627,forte,0.1685423
627,impressione,-0.6175070
627,p,0
627,segnale,0
628,adesso,0.4345144
628,massimo,-0.0242225
628,ore,-0.8345703
628,ore,0.0384342
628,scuola,-0.2930168
628,settimanali,0
628,vero,0.1398128
629,aiutaci,0.6947399
629,buona,1.2762666
629,continuità,0
629,insegnerà,0.5000000
629,motoria,0
629,primaria,1.0992910
629,scuola,-0.2930168
629,scuola,-0.2930168
630,banchi,0.4340918
630,costruire,0.3402630
630,futuro,-0.0419757
630,insieme,-0.0127073
630,prova,0.2422797
630,prova,1.0007430
630,scuola,-0.2930168
631,capire,0.6474963
631,docenti,0
631,forte,0.1685423
631,mobilità,0.3835542
631,p,0
631,pare,-0.5385138
631,proprio,0.2885740
631,tema,0.3056712
631,tema,-1.3513120
632,impegna,0.4289194
632,impegna,0.4289194
632,migliorare,1.0817510
632,p,0
632,scuola,-0.2930168
632,sostenere,-0.1230587
632,tanto,-0.1963891
633,canale,0
633,cfr,0
633,concorso,0.6850054
633,reclutamento,0
633,riaffermare,0
633,scuola,-0.2930168
633,unico,-0.4647853
634,attività,0.1092342
634,disabili,-1.5634865
634,disabili,-0.6979851
634,fondi,-0.1280023
634,inserimento,0.4475857
634,napoli,0
634,ragazzi,0.4578427
634,ragazzi,0.2289214
634,scuola,-0.2930168
634,senza,0
634,tagliati,0.4003323
635,cerca,0
635,dovrebbe,-1.4232560
635,essere,0.1491227
635,italia,0
635,livello,-0.5647532
635,livello,0.2831178
